8.294834,47.800508,0.000000,2.000000
10.290364,47.865904,0.000000,2.000000
12.290385,47.929121,0.000000,2.000000
14.294982,47.987198,0.000000,2.000000
16.304216,48.037151,0.000000,2.000000
18.318113,48.075978,0.000000,2.000000
24.387220,48.095372,0.000000,2.000000
26.418834,48.059269,0.000000,2.000000
28.454224,47.996739,0.000000,2.000000
30.492911,47.904675,0.000000,2.000000
32.571548,47.769406,0.000000,2.000000
34.735435,47.530371,0.000000,2.000000
36.967189,47.109092,0.000000,2.000000
41.460808,45.387880,0.000000,2.000000
43.548617,43.946668,0.000000,2.000000
46.763777,40.183871,0.000000,2.000000
47.871174,38.045874,0.000000,2.000000
48.675903,35.828732,0.000000,2.000000
49.209576,33.530846,0.000000,2.000000
49.371791,28.745624,0.000000,2.000000
48.940253,26.344225,0.000000,2.000000
48.137935,24.011587,0.000000,2.000000
46.971877,21.833183,0.000000,2.000000
45.518391,19.893755,0.000000,2.000000
42.034452,16.752185,0.000000,2.000000
38.002426,14.477760,0.000000,2.000000
35.797459,13.682666,0.000000,2.000000
33.496570,13.152352,0.000000,2.000000
31.130256,12.912139,0.000000,2.000000
28.749541,12.980338,0.000000,2.000000
26.427582,13.337805,0.000000,2.000000
24.193541,13.945230,0.000000,2.000000
20.047599,15.753450,0.000000,2.000000
16.395186,18.042133,0.000000,2.000000
14.734493,19.210358,0.000000,2.000000
13.140197,20.326567,0.000000,2.000000
11.583354,21.347707,0.000000,2.000000
10.042803,22.234184,0.000000,2.000000
6.900069,23.510122,0.000000,2.000000
5.243103,23.910211,0.000000,2.000000
3.546143,24.152507,0.000000,2.000000
1.824535,24.238495,0.000000,2.000000
-1.496470,23.942342,0.000000,2.000000
-2.886118,23.518850,0.000000,2.000000
-4.876635,22.084112,0.000000,2.000000
-5.488605,21.065484,0.000000,2.000000
-5.815673,19.908508,0.000000,2.000000
-5.833492,18.692327,0.000000,2.000000
-5.539176,17.497741,0.000000,2.000000
-4.950129,16.401695,0.000000,2.000000
-4.053179,15.410762,0.000000,2.000000
0.492122,12.449409,0.000000,2.000000
2.386538,11.171248,0.000000,2.000000
4.263640,9.489300,0.000000,2.000000
5.872633,7.254608,0.000000,2.000000
6.836286,4.687069,0.000000,2.000000
7.228685,2.318235,0.000000,2.000000
7.609683,-1.421497,0.000000,2.000000
7.975091,-2.726192,0.000000,2.000000
8.548020,-3.680091,0.000000,2.000000
10.660132,-5.230843,0.000000,2.000000
12.116799,-5.772550,0.000000,2.000000
13.780517,-6.172615,0.000000,2.000000
17.623109,-6.791149,0.000000,2.000000
19.738859,-7.189136,0.000000,2.000000
21.829895,-7.701598,0.000000,2.000000
23.877126,-8.313017,0.000000,2.000000
25.879752,-9.009382,0.000000,2.000000
27.838515,-9.777261,0.000000,2.000000
33.482866,-12.388526,0.000000,2.000000
35.388427,-13.414978,0.000000,2.000000
37.324320,-14.668238,0.000000,2.000000
39.192296,-16.249396,0.000000,2.000000
40.845537,-18.240334,0.000000,2.000000
42.070552,-20.615311,0.000000,2.000000
42.734659,-23.159677,0.000000,2.000000
42.514708,-28.247846,0.000000,2.000000
41.753804,-30.614458,0.000000,2.000000
39.183118,-34.816717,0.000000,2.000000
37.377056,-36.576218,0.000000,2.000000
35.252367,-37.998477,0.000000,2.000000
32.879132,-38.993483,0.000000,2.000000
28.127052,-39.715336,0.000000,2.000000
25.904603,-39.676596,0.000000,2.000000
23.812103,-39.524091,0.000000,2.000000
21.846479,-39.353883,0.000000,2.000000
19.974283,-39.241819,0.000000,2.000000
16.093748,-39.184719,0.000000,2.000000
11.992825,-39.121945,0.000000,2.000000
9.863524,-38.991122,0.000000,2.000000
7.690150,-38.736455,0.000000,2.000000
5.517827,-38.324900,0.000000,2.000000
3.423822,-37.786980,0.000000,2.000000
1.406829,-37.166384,0.000000,2.000000
-0.541821,-36.502718,0.000000,2.000000
-4.340156,-35.141043,0.000000,2.000000
-8.164360,-33.665346,0.000000,2.000000
-10.076778,-32.853024,0.000000,2.000000
-11.979223,-31.975297,0.000000,2.000000
-13.842809,-31.041038,0.000000,2.000000
-15.662393,-30.068280,0.000000,2.000000
-19.195808,-28.063876,0.000000,2.000000
-20.923824,-27.058678,0.000000,2.000000
-22.652477,-26.053751,0.000000,2.000000
-24.407708,-25.014449,0.000000,2.000000
-27.936078,-22.731700,0.000000,2.000000
-29.669854,-21.438147,0.000000,2.000000
-32.945356,-18.431684,0.000000,2.000000
-34.410757,-16.696159,0.000000,2.000000
-35.706508,-14.844567,0.000000,2.000000
-36.831311,-12.899896,0.000000,2.000000
-37.787892,-10.882033,0.000000,2.000000
-38.581175,-8.808930,0.000000,2.000000
-39.217870,-6.696526,0.000000,2.000000
-40.301181,-0.309612,0.000000,2.000000
-40.453341,1.788901,0.000000,2.000000
-40.538279,3.862173,0.000000,2.000000
-40.577554,5.907777,0.000000,2.000000
-40.591950,7.924661,0.000000,2.000000
-40.601420,9.912756,0.000000,2.000000
-40.645756,13.881085,0.000000,2.000000
-40.674533,15.875322,0.000000,2.000000
-40.701739,17.876349,0.000000,2.000000
-40.733226,21.898936,0.000000,2.000000
-40.728287,23.920440,0.000000,2.000000
-40.703337,25.948560,0.000000,2.000000
-40.429160,30.297020,0.000000,2.000000
-39.926063,32.667929,0.000000,2.000000
-38.966573,35.068983,0.000000,2.000000
-37.402255,37.326693,0.000000,2.000000
-35.292430,39.105244,0.000000,2.000000
-33.205619,40.254971,0.000000,2.000000
-29.793583,41.948326,0.000000,2.000000
-28.117916,42.911373,0.000000,2.000000
-22.488256,45.877176,0.000000,2.000000
-20.365568,46.671550,0.000000,2.000000
-18.109339,47.262921,0.000000,2.000000
-15.790920,47.585455,0.000000,2.000000
-13.568163,47.677655,0.000000,2.000000
-11.464425,47.645759,0.000000,2.000000
-7.519886,47.541461,0.000000,2.000000
-5.557378,47.522549,0.000000,2.000000
-3.590589,47.523674,0.000000,2.000000
0.355198,47.575348,0.000000,2.000000
2.334044,47.620509,0.000000,2.000000
4.316850,47.674933,0.000000,2.000000
8.294834,47.800508,0.000000,2.000000
10.290364,47.865904,0.000000,2.000000
12.290385,47.929121,0.000000,2.000000
14.294982,47.987198,0.000000,2.000000
16.304216,48.037151,0.000000,2.000000
